ID001,ID001,UNKNOWN,FOE,36.34612057984622,32.456597696536534,697,1329,3910,351
ID002,ID002,LK58,FRIEND,38.344041763071914,33.48969889089352,413,2325,594,248
ID003,ID003,FD24,FRIEND,36.067220389917004,34.66844826034062,835,740,5892,2
ID004,ID004,SJ84,FRIEND,39.081307415316786,33.90383980970748,498,4361,9466,147
ID005,ID005,AW95,FRIEND,36.56439097792105,39.77349951071783,283,2108,7403,69
ID006,ID006,UNKNOWN,FOE,36.79773261024718,36.94087653866996,413,1811,1145,305
ID007,ID007,TX10,FRIEND,40.69580815216885,37.75418134928318,330,6125,9340,322
ID008,ID008,UNKNOWN,FOE,36.08196899033789,39.00615450417638,250,5582,7641,302
ID009,ID009,XM69,FRIEND,37.114899620512475,39.218554109908894,805,7015,5550,241
ID010,ID010,SL57,FRIEND,39.8211571372604,35.74269198110234,514,5615,5783,263
ID013,ID013,DC85,FRIEND,39.40546373331314,39.95464808432473,612,237,3906,141
ID011,ID011,UNKNOWN,FOE,36.47449440279115,36.17575021237252,591,4343,0,107
ID014,ID014,UNKNOWN,FOE,38.56641459967297,32.05852868397488,637,5774,4792,115
ID015,ID015,PS10,FRIEND,36.948468880286335,30.2839242015587,855,9158,8350,11
ID012,ID012,UNKNOWN,FOE,37.60207056935188,35.390701800961054,947,9460,3343,41
ID016,ID016,UNKNOWN,FOE,39.870468883184344,35.2271074844977,641,7526,3160,47
ID017,ID017,AH03,FRIEND,37.87928452094551,38.10359624762821,227,5108,8144,278
ID018,ID018,UNKNOWN,FOE,36.18721139248123,33.10816459005426,344,2852,3178,115
ID020,ID020,KV91,FRIEND,38.67852288312876,37.89182035541303,604,5770,5938,84
ID019,ID019,DU97,FRIEND,40.79214856663495,36.53268624637636,512,6378,7045,292
ID022,ID022,UNKNOWN,FOE,38.046241727192815,34.37507001219424,961,8782,7009,318
ID021,ID021,UNKNOWN,FOE,40.51447576879908,30.69282137792663,433,3271,9565,219
ID001,ID001,UNKNOWN,FOE,36.36644818926779,32.455887840773606,678,1295,3876,358
ID002,ID002,LK58,FRIEND,38.3394453401707,33.478322344997984,409,2367,636,248
ID003,ID003,FD24,FRIEND,36.09282478290523,34.669342385446136,854,740,5892,2
ID005,ID005,AW95,FRIEND,36.56733676246631,39.78117354182364,274,2108,7403,69
ID004,ID004,SJ84,FRIEND,39.069155078787254,33.91173162932485,483,4361,9466,147
ID006,ID006,UNKNOWN,FOE,36.80482201500048,36.93075181940255,412,1811,1145,305
ID007,ID007,TX10,FRIEND,40.70105630378787,37.75008104385751,333,6125,9340,322
ID009,ID009,XM69,FRIEND,37.10703600847208,39.20436777825909,811,7015,5550,241
